task_id,architecture,learning_rate,optimizer,batch_size,weight_decay,momentum,dropout_rate,alpha,label_smoothing,grad_clip,test_accuracy,train_accuracy,test_loss,training_time_sec,epochs,is_synthetic
EMNIST_ByClass,EfficientNetB0,0.0006950046478583442,Adam,48,0.00019368908047323575,,0.1942795279770996,1.0,0.11305101596033132,1.0743522831958907,0.6948000000000001,0.70772,0.8921602657064795,370.7579791545868,3,Synthetic
EMNIST_ByClass,EfficientNetB0,0.0010533261816166417,Adam,64,0.0002293574080719552,,0.19827143608899245,1.0,0.11575981594011418,1.1658288899436975,0.6948000000000001,0.70772,0.8921602657064794,370.7579791545868,3,Synthetic
EMNIST_ByClass,EfficientNetB0,0.0015067964532102923,Adam,72,6.738289989669798e-05,,0.24900294596903289,0.8280481910471968,0.10453953197858551,0.8868586224970963,0.6947999999999999,0.7077199999999999,0.8921602657064794,370.7579791545868,3,Synthetic
EMNIST_ByClass,EfficientNetB0,0.0009780910646792133,Adam,64,0.00011173880349782363,,0.21265762262705856,1.0,0.1068030145227097,0.9633765047064027,0.6948,0.70772,0.8921602657064794,370.7579791545868,3,Synthetic
EMNIST_ByClass,MobileNetV2,0.013951248665052379,Adam,80,6.54424066275068e-05,,,1.0,,,0.8375999999999999,0.8591489361702128,0.665441569685936,328.7092707157135,3,Synthetic
EMNIST_ByClass,MobileNetV2,0.012740190317387304,Adam,56,0.00016082607251169235,,,0.977491661945121,,,0.8376,0.8591489361702127,0.665441569685936,328.7092707157135,3,Synthetic
EMNIST_ByClass,MobileNetV2,0.010443269181880347,Adam,56,0.00010053963203752263,,,0.8355587369657197,,,0.8376000000000001,0.8591489361702127,0.665441569685936,328.7092707157135,3,Synthetic
EMNIST_ByClass,MobileNetV2,0.006081243199522458,Adam,88,7.463735355147867e-05,,,0.8512911475815539,,,0.8376,0.8591489361702127,0.6654415696859359,328.7092707157135,3,Synthetic
EMNIST_ByClass,MobileNetV2,0.004753259088882377,Adam,48,6.331942541956959e-05,,,1.0,,,0.8376000000000001,0.8591489361702127,0.6654415696859359,328.7092707157135,3,Synthetic
EMNIST_ByClass,MobileNetV2,0.0014173353100527322,Adam,48,0.0002177036974468631,,0.11472648230487392,0.9512752924737067,0.06250891427689641,1.3436413858886112,0.7076,0.7516172549019606,1.1694553406909107,329.7688717842102,3,Synthetic
EMNIST_ByClass,MobileNetV2,0.0006188197605440841,Adam,32,0.00014235935088798061,,0.1365962860950891,1.0,0.1084586368007854,1.089213151249793,0.7076,0.7516172549019609,1.1694553406909107,329.7688717842102,3,Synthetic
EMNIST_ByClass,MobileNetV2,0.0013428032300324222,Adam,72,0.00011019937918291054,,0.10156301655927814,0.9906110308150716,0.08869053116699986,0.9578987384699839,0.7076,0.7516172549019607,1.169455340690911,329.7688717842102,3,Synthetic
EMNIST_ByClass,MobileNetV2,0.0005572582686476302,Adam,56,7.10741653350485e-05,,0.08344616024176343,1.0,0.120880034295169,1.1377474909003469,0.734,0.79004,0.9444338157773017,329.7688717842102,3,Synthetic
EMNIST_ByClass,MobileNetV2,0.0005813329679161421,Adam,48,0.00013839363372027081,,0.08526268909692536,0.9663050275004463,0.10825078148536828,0.8547483317704547,0.7340000000000001,0.79004,0.9444338157773019,329.7688717842102,3,Synthetic
EMNIST_ByMerge,ResNet18,0.010370658424597824,Adam,40,8.124474645727164e-05,,,1.0,,,0.8376,0.8591489361702127,0.665441569685936,279.0032796859741,3,Synthetic
EMNIST_ByMerge,ResNet18,0.005768341241524198,Adam,64,9.932412880703853e-05,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,279.0032796859741,3,Synthetic
EMNIST_ByMerge,ResNet18,0.010804063410427257,Adam,80,0.00010442010117951888,,,0.935589168831212,,,0.8376,0.8591489361702128,0.665441569685936,279.0032796859741,3,Synthetic
EMNIST_ByMerge,ResNet18,0.010431448776402877,Adam,72,0.00010170198859709631,,,1.0,,,0.8376,0.8591489361702128,0.665441569685936,279.0032796859741,3,Synthetic
EMNIST_ByMerge,ResNet18,0.007846956610025756,Adam,48,6.1604103738836e-05,,,1.0,,,0.8376,0.8591489361702126,0.6654415696859359,279.0032796859741,3,Synthetic
EMNIST_ByMerge,ResNet18,0.0006507595619155856,Adam,48,7.802600019101862e-05,,0.11342386565416662,0.9557575482561959,0.11871613109010601,0.8989764063634197,0.7076,0.7516172549019609,1.169455340690911,280.6129622459412,3,Synthetic
EMNIST_ByMerge,ResNet18,0.0011011568068927027,Adam,48,0.00020978421327078598,,0.08218602371455731,1.0,0.10950665321398148,1.0620698646177247,0.7340000000000001,0.7900400000000001,0.9444338157773018,280.6129622459412,3,Synthetic
EMNIST_ByMerge,ResNet18,0.0009380087607627782,Adam,56,0.00010152480291553762,,0.09779496997557267,1.0,0.13315784502387026,0.9163762322488249,0.734,0.7900400000000001,0.9444338157773017,280.6129622459412,3,Synthetic
EMNIST_ByMerge,ResNet18,0.0006230596065241367,Adam,56,0.00024375685334226174,,0.08794488148045404,1.0,0.1251655122111466,0.9169617637438008,0.7340000000000001,0.79004,0.9444338157773017,280.6129622459412,3,Synthetic
EMNIST_ByMerge,ResNet18,0.0012171595341332025,Adam,88,8.772659501356894e-05,,0.09694629459846459,0.9127478629077035,0.084778649039607,0.9026083682400989,0.734,0.7900400000000001,0.9444338157773018,280.6129622459412,3,Synthetic
EMNIST_ByMerge,EfficientNetB0,0.0065525291903669805,Adam,64,7.664863932846354e-05,,0.20701357735372244,0.7666156530694559,,,0.718,0.7400000000000001,0.83289564284496,374.8561866283417,3,Synthetic
EMNIST_ByMerge,EfficientNetB0,0.011210682143082582,Adam,72,5.022732947913355e-05,,0.21122169709542718,1.0,,,0.7179999999999999,0.74,0.8328956428449599,374.8561866283417,3,Synthetic
EMNIST_ByMerge,EfficientNetB0,0.006584970770382,Adam,88,0.0001155721747817448,,0.17884964432724776,0.9916346383513441,,,0.7180000000000001,0.74,0.8328956428449601,374.8561866283417,3,Synthetic
EMNIST_ByMerge,EfficientNetB0,0.012126878914787888,Adam,64,0.00012045194943542092,,0.172379792207619,1.0,,,0.718,0.7399999999999999,0.8328956428449601,374.8561866283417,3,Synthetic
EMNIST_ByMerge,EfficientNetB0,0.006136812153224271,Adam,56,7.31836874351104e-05,,0.177934101722307,1.0,,,0.718,0.74,0.83289564284496,374.8561866283417,3,Synthetic
EMNIST_ByMerge,EfficientNetB0,0.0014577953530674232,Adam,72,6.857305838400653e-05,,0.19050774650915595,1.0,0.10212575370459857,1.347899430997254,0.6948,0.7077200000000001,0.8921602657064797,367.6845862865448,3,Synthetic
EMNIST_ByMerge,EfficientNetB0,0.0011455069258952677,Adam,64,8.987377101951196e-05,,0.20400622714346847,0.9771295245429185,0.11062163015032886,1.1435053475191876,0.6948000000000001,0.70772,0.8921602657064795,367.6845862865448,3,Synthetic
EMNIST_ByMerge,EfficientNetB0,0.0007622573564045712,Adam,40,5.3035861563897e-05,,0.21523973980737632,0.8344950090739189,0.06770664110571276,1.0582867906796447,0.6948,0.70772,0.8921602657064795,367.6845862865448,3,Synthetic
EMNIST_ByMerge,EfficientNetB0,0.002365647168869295,Adam,56,0.00013359003094822147,,0.20245488075642695,0.9851665520213286,0.11378614724481653,0.9564588183717023,0.6948000000000001,0.7077200000000001,0.8921602657064797,367.6845862865448,3,Synthetic
EMNIST_ByMerge,EfficientNetB0,0.0010967531502985644,Adam,64,7.939385069503318e-05,,0.22976127048609568,0.9737560364956888,0.08866382260760733,1.0804764765355606,0.6948,0.70772,0.8921602657064795,367.6845862865448,3,Synthetic
EMNIST_ByMerge,MobileNetV2,0.0073321241010592085,Adam,64,9.968563617499276e-05,,,1.0,,,0.8376000000000001,0.8591489361702126,0.6654415696859359,329.4099404811859,3,Synthetic
EMNIST_ByMerge,MobileNetV2,0.011781612627163117,Adam,56,0.00013263721036002043,,,1.0,,,0.8376,0.8591489361702126,0.6654415696859359,329.4099404811859,3,Synthetic
EMNIST_ByMerge,MobileNetV2,0.012124715315485379,Adam,64,6.35660169608387e-05,,,0.8402329505386941,,,0.8376000000000001,0.8591489361702129,0.6654415696859359,329.4099404811859,3,Synthetic
EMNIST_ByMerge,MobileNetV2,0.008999456844059233,Adam,48,9.374643015011967e-05,,,1.0,,,0.8375999999999999,0.8591489361702127,0.6654415696859359,329.4099404811859,3,Synthetic
EMNIST_ByMerge,MobileNetV2,0.012007536556223195,Adam,56,0.00011829753109552945,,,1.0,,,0.8376000000000001,0.8591489361702127,0.6654415696859362,329.4099404811859,3,Synthetic
EMNIST_ByMerge,MobileNetV2,0.0005054521619522013,Adam,48,9.514529148191505e-05,,0.0818545788573834,1.0,0.12296126248515546,1.1828142777545976,0.7340000000000001,0.79004,0.9444338157773018,325.55537581443787,3,Synthetic
EMNIST_ByMerge,MobileNetV2,0.0009289313348030568,Adam,80,0.00010526901344991083,,0.09494371043322941,0.907989600468859,0.09546295470267809,0.9417734772188157,0.734,0.79004,0.9444338157773018,325.55537581443787,3,Synthetic
EMNIST_ByMerge,MobileNetV2,0.0010606265071285818,Adam,64,0.00010010536127495803,,0.10655407254619526,1.0,0.11424331203161986,0.7772653047325144,0.7075999999999999,0.7516172549019607,1.1694553406909107,325.55537581443787,3,Synthetic
EMNIST_ByMerge,MobileNetV2,0.0004139156747482819,Adam,72,6.236897827638805e-05,,0.09662851897160975,0.8244830460910961,0.07297029343629971,1.0812194092307181,0.7340000000000001,0.7900400000000001,0.9444338157773019,325.55537581443787,3,Synthetic
EMNIST_ByMerge,MobileNetV2,0.0012997903773942648,Adam,48,4.086430249916651e-05,,0.09180633327621276,1.0,0.07781632646838807,1.0275039879668733,0.734,0.7900400000000001,0.9444338157773019,325.55537581443787,3,Synthetic
USPS,ResNet18,0.009947261313624138,Adam,72,0.00010421674135890026,,,0.8540396588677667,,,0.8376000000000001,0.8591489361702128,0.6654415696859359,289.9496212005615,3,Synthetic
USPS,ResNet18,0.015117700235545437,Adam,56,9.906146659222511e-05,,,0.8600098061390206,,,0.8375999999999999,0.8591489361702127,0.6654415696859359,289.9496212005615,3,Synthetic
USPS,ResNet18,0.008580402616995568,Adam,48,9.420165336435072e-05,,,1.0,,,0.8376000000000001,0.8591489361702129,0.6654415696859359,289.9496212005615,3,Synthetic
USPS,ResNet18,0.006226081952495412,Adam,32,0.00016621720813647724,,,0.9686014484272201,,,0.8376,0.8591489361702127,0.665441569685936,289.9496212005615,3,Synthetic
USPS,ResNet18,0.007936684080036647,Adam,80,8.112563390355571e-05,,,1.0,,,0.8376,0.8591489361702128,0.665441569685936,289.9496212005615,3,Synthetic
USPS,ResNet18,0.0012638307681768588,Adam,56,0.00021066707545259656,,0.09091427615494993,1.0,0.10448938870609739,1.1952611934098196,0.7339999999999999,0.7900399999999999,0.9444338157773016,285.417453289032,3,Synthetic
USPS,ResNet18,0.0017148523105614377,Adam,64,7.708817313960844e-05,,0.10689958214408675,0.8983426945371841,0.13020080871289935,1.0204802996624107,0.7076,0.7516172549019607,1.169455340690911,285.417453289032,3,Synthetic
USPS,ResNet18,0.0008814583795621229,Adam,64,6.279592916061344e-05,,0.08542578942234023,1.0,0.09014658581542907,0.842963352597709,0.734,0.79004,0.9444338157773017,285.417453289032,3,Synthetic
USPS,ResNet18,0.0012036437257031474,Adam,80,0.00012818683682488995,,0.11494071528708726,0.8864807367145808,0.07867283999887235,1.225200047793323,0.7076,0.7516172549019609,1.169455340690911,285.417453289032,3,Synthetic
USPS,ResNet18,0.000894536503522473,Adam,56,0.00015820840624323072,,0.1083434501410099,1.0,0.13247503517351628,0.9034722654429785,0.7076,0.7516172549019607,1.169455340690911,285.417453289032,3,Synthetic
USPS,EfficientNetB0,0.013777677777175904,Adam,64,0.00010972087847985276,,0.24585405279237596,1.0,,,0.718,0.74,0.8328956428449601,371.813339471817,3,Synthetic
USPS,EfficientNetB0,0.012043269812000571,Adam,80,8.815714660487442e-05,,0.17482370997982982,0.843278620896845,,,0.718,0.74,0.8328956428449602,371.813339471817,3,Synthetic
USPS,EfficientNetB0,0.005070450133870222,Adam,96,6.831548869928838e-05,,0.19336239129242686,0.9584780050166619,,,0.718,0.74,0.8328956428449601,371.813339471817,3,Synthetic
USPS,EfficientNetB0,0.01112015930793884,Adam,72,0.00013460818162147332,,0.18250767684293184,0.9749317429320383,,,0.718,0.7400000000000001,0.8328956428449601,371.813339471817,3,Synthetic
USPS,EfficientNetB0,0.011025213213402605,Adam,56,0.00017422170945361175,,0.21472924854914754,1.0,,,0.718,0.74,0.8328956428449599,371.813339471817,3,Synthetic
USPS,EfficientNetB0,0.0012572806559996165,Adam,80,0.00010645196146953482,,0.16109504156132462,1.0,0.09022964659312258,0.9207074977375365,0.6948000000000001,0.7077200000000001,0.8921602657064797,371.023558139801,3,Synthetic
USPS,EfficientNetB0,0.0012244883181885093,Adam,80,0.00010073750046958797,,0.20926499037796892,1.0,0.10361129769232853,1.3902524671270593,0.6948000000000001,0.70772,0.8921602657064794,371.023558139801,3,Synthetic
USPS,EfficientNetB0,0.0012157002059599166,Adam,32,0.00012971842813411228,,0.21143475154648333,1.0,0.11009772026904938,0.9792316024024339,0.6948000000000001,0.7077200000000001,0.8921602657064795,371.023558139801,3,Synthetic
USPS,EfficientNetB0,0.0006551719686568051,Adam,56,7.454566034004524e-05,,0.18258429650585833,1.0,0.1250485675652711,1.0592007294734471,0.6948,0.70772,0.8921602657064795,371.023558139801,3,Synthetic
USPS,EfficientNetB0,0.0006616336488602355,Adam,64,0.00015118028415323596,,0.18170651287041856,0.9798974249990623,0.10022032292093797,0.882265253037664,0.6948,0.7077199999999999,0.8921602657064795,371.023558139801,3,Synthetic
USPS,MobileNetV2,0.012509561006438769,Adam,56,0.00011559267147604393,,,0.866876173329685,,,0.8376,0.8591489361702128,0.665441569685936,328.18066477775574,3,Synthetic
USPS,MobileNetV2,0.008597679650938893,Adam,72,8.791752659595236e-05,,,1.0,,,0.8376000000000001,0.8591489361702128,0.665441569685936,328.18066477775574,3,Synthetic
USPS,MobileNetV2,0.00871073048247327,Adam,64,0.00013800316892078858,,,0.7872451400600453,,,0.8376,0.8591489361702126,0.6654415696859359,328.18066477775574,3,Synthetic
USPS,MobileNetV2,0.005443505706658244,Adam,32,0.00015466357687665274,,,0.917221278116133,,,0.8376,0.8591489361702128,0.665441569685936,328.18066477775574,3,Synthetic
USPS,MobileNetV2,0.024195237929039614,Adam,48,0.00010658181944953887,,,1.0,,,0.8376000000000001,0.8591489361702128,0.6654415696859359,328.18066477775574,3,Synthetic
USPS,MobileNetV2,0.0019994657840704407,Adam,96,0.000151794266841199,,0.11536093788717194,1.0,0.11167541614249957,0.91732214255072,0.7076,0.7516172549019607,1.1694553406909107,326.52163529396057,3,Synthetic
USPS,MobileNetV2,0.0007538244350779764,Adam,56,9.429154262319339e-05,,0.09320157926009087,1.0,0.11432957812855767,1.013261032943777,0.7340000000000001,0.7900400000000001,0.9444338157773018,326.52163529396057,3,Synthetic
USPS,MobileNetV2,0.001665825690738925,Adam,40,9.353012513694941e-05,,0.08924766519095793,0.720019507439041,0.09875978971235952,0.9817378737425074,0.734,0.79004,0.9444338157773017,326.52163529396057,3,Synthetic
USPS,MobileNetV2,0.0016866210059062606,Adam,72,7.02057059358706e-05,,0.12781138849501283,1.0,0.10873146555202924,0.9660273851725252,0.7075999999999999,0.7516172549019607,1.1694553406909107,326.52163529396057,3,Synthetic
USPS,MobileNetV2,0.0007179333994826372,Adam,56,0.00014565075065937897,,0.12826879458901913,1.0,0.0926672586732059,0.8320573850066484,0.7076,0.7516172549019607,1.1694553406909107,326.52163529396057,3,Synthetic
QMNIST,ResNet18,0.0104986375204406,Adam,32,0.00011180869831680268,,,0.9778596120551997,,,0.8376000000000001,0.8591489361702128,0.6654415696859359,278.1388897895813,3,Synthetic
QMNIST,ResNet18,0.008513233181015913,Adam,32,0.0001194099317947512,,,0.9200948740507133,,,0.8376,0.8591489361702128,0.665441569685936,278.1388897895813,3,Synthetic
QMNIST,ResNet18,0.006675940832890782,Adam,16,9.905426927699037e-05,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,278.1388897895813,3,Synthetic
QMNIST,ResNet18,0.017749612921542184,Adam,56,8.122105479295014e-05,,,1.0,,,0.8376000000000002,0.8591489361702128,0.6654415696859359,278.1388897895813,3,Synthetic
QMNIST,ResNet18,0.00708340687211063,Adam,64,0.00013029041759699803,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,278.1388897895813,3,Synthetic
QMNIST,ResNet18,0.0009659995674676223,Adam,56,7.384193118986477e-05,,0.08759679468940211,0.966028166214771,0.10551048260224268,1.1370376939349873,0.734,0.79004,0.9444338157773017,280.04643273353577,3,Synthetic
QMNIST,ResNet18,0.0007577452119578734,Adam,80,9.106089073169813e-05,,0.09967949058477346,0.8879182481278265,0.06363639609590588,1.1326068094541575,0.7340000000000001,0.79004,0.9444338157773018,280.04643273353577,3,Synthetic
QMNIST,ResNet18,0.001289812638041017,Adam,56,0.00010234085522193602,,0.1077390882655615,0.7656181214670186,0.09206420983980558,1.119139701943274,0.7076,0.7516172549019607,1.169455340690911,280.04643273353577,3,Synthetic
QMNIST,ResNet18,0.0006484203405668472,Adam,64,6.259118352162258e-05,,0.10699644973650291,0.9946537776553774,0.07577302276141737,1.1747109031685756,0.7076,0.7516172549019609,1.169455340690911,280.04643273353577,3,Synthetic
QMNIST,ResNet18,0.0007759099245663111,Adam,48,0.00010717310516834628,,0.11722956024143073,0.8476267271532405,0.10092519774771957,1.0643224750495859,0.7076,0.7516172549019609,1.1694553406909112,280.04643273353577,3,Synthetic
QMNIST,EfficientNetB0,0.012704741863640946,Adam,64,8.809398547712351e-05,,0.1751722933805384,1.0,,,0.718,0.74,0.83289564284496,364.5392417907715,3,Synthetic
QMNIST,EfficientNetB0,0.006905245961450557,Adam,16,0.00011627447972466587,,0.22711804523258586,0.6455601346687243,,,0.718,0.74,0.83289564284496,364.5392417907715,3,Synthetic
QMNIST,EfficientNetB0,0.0070557047407949335,Adam,72,0.00020352827640167715,,0.20062381123026224,0.8907995588156299,,,0.7179999999999999,0.74,0.8328956428449601,364.5392417907715,3,Synthetic
QMNIST,EfficientNetB0,0.009387836952301252,Adam,80,8.000291428465356e-05,,0.1760242398004924,0.9275884716726951,,,0.7180000000000001,0.7400000000000001,0.8328956428449601,364.5392417907715,3,Synthetic
QMNIST,EfficientNetB0,0.007194501593276299,Adam,64,0.00017526782733317322,,0.20969237819348088,0.9621469746810568,,,0.718,0.7399999999999999,0.83289564284496,364.5392417907715,3,Synthetic
QMNIST,EfficientNetB0,0.0009041247397447587,Adam,32,0.00013566471314362084,,0.19766488408961594,0.9729280129614062,0.14789661351767291,1.0448129362548528,0.6948,0.7077200000000001,0.8921602657064795,359.0718278884888,3,Synthetic
QMNIST,EfficientNetB0,0.0007713143048883272,Adam,56,0.00014868504570123912,,0.20339811231613295,0.784258303252395,0.11378843401862807,0.8997783871691509,0.6948000000000001,0.7077200000000001,0.8921602657064797,359.0718278884888,3,Synthetic
QMNIST,EfficientNetB0,0.0019098299947992881,Adam,80,8.568447694331716e-05,,0.2384304908520534,1.0,0.1127916051268333,1.0727099225941712,0.6948,0.70772,0.8921602657064795,359.0718278884888,3,Synthetic
QMNIST,EfficientNetB0,0.0007465287627751977,Adam,48,0.00014272319423714247,,0.1899567400368038,0.9394527305137005,0.08567316130975972,1.063539859839019,0.6948000000000001,0.70772,0.8921602657064795,359.0718278884888,3,Synthetic
QMNIST,EfficientNetB0,0.0020388195123532266,Adam,40,0.0001008401197629127,,0.2423666166624629,0.9880537913131427,0.10678557694374602,0.8406409707779681,0.6947999999999999,0.70772,0.8921602657064795,359.0718278884888,3,Synthetic
QMNIST,MobileNetV2,0.011594340992259599,Adam,56,0.00014055941262546993,,,1.0,,,0.8376000000000002,0.8591489361702128,0.665441569685936,324.8039515018463,3,Synthetic
QMNIST,MobileNetV2,0.024458766480423527,Adam,72,0.00011191025408576876,,,1.0,,,0.8376000000000001,0.8591489361702128,0.665441569685936,324.8039515018463,3,Synthetic
QMNIST,MobileNetV2,0.008851666857966348,Adam,64,9.030051408381683e-05,,,1.0,,,0.8375999999999999,0.8591489361702127,0.665441569685936,324.8039515018463,3,Synthetic
QMNIST,MobileNetV2,0.015763027553088036,Adam,40,0.00014824573869084585,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,324.8039515018463,3,Synthetic
QMNIST,MobileNetV2,0.009600408776607191,Adam,24,8.106383323854726e-05,,,1.0,,,0.8376,0.8591489361702128,0.6654415696859359,324.8039515018463,3,Synthetic
QMNIST,MobileNetV2,0.00099213286030796,Adam,48,8.400094969287743e-05,,0.11260930039756831,1.0,0.09641601851245458,0.9449763382277969,0.7076,0.7516172549019609,1.1694553406909107,324.535231590271,3,Synthetic
QMNIST,MobileNetV2,0.0008734465244828137,Adam,48,0.00017470558457936296,,0.0951651929618299,1.0,0.12281974077883678,1.149746634722194,0.734,0.79004,0.9444338157773017,324.535231590271,3,Synthetic
QMNIST,MobileNetV2,0.0008615034014925335,Adam,64,9.916789468299552e-05,,0.08644447208904808,1.0,0.08231440313260296,1.1781519082692347,0.7340000000000001,0.7900400000000001,0.9444338157773019,324.535231590271,3,Synthetic
QMNIST,MobileNetV2,0.0008517407952173724,Adam,64,0.00011027920205421588,,0.09611642539443885,1.0,0.09287644515066214,1.1306945946185867,0.734,0.7900400000000001,0.9444338157773018,324.535231590271,3,Synthetic
QMNIST,MobileNetV2,0.0006282074629323187,Adam,64,0.00019536186121648318,,0.08499503013091639,0.8983382544212722,0.10770861774488373,1.0269372672909396,0.734,0.7900399999999999,0.9444338157773017,324.535231590271,3,Synthetic
RenderedSST2,ResNet18,0.011287415685086124,Adam,64,0.00012451126761540938,,,1.0,,,0.8375999999999999,0.8591489361702128,0.6654415696859359,296.11081528663635,3,Synthetic
RenderedSST2,ResNet18,0.011520539117135705,Adam,56,0.00012614977767973204,,,1.0,,,0.8376,0.8591489361702128,0.665441569685936,296.11081528663635,3,Synthetic
RenderedSST2,ResNet18,0.009552233771406932,Adam,48,0.00014657588824918782,,,0.9819428254069603,,,0.8375999999999999,0.8591489361702127,0.665441569685936,296.11081528663635,3,Synthetic
RenderedSST2,ResNet18,0.004721712854621034,Adam,72,8.311917163611435e-05,,,0.9864200076543759,,,0.8376,0.8591489361702127,0.6654415696859359,296.11081528663635,3,Synthetic
RenderedSST2,ResNet18,0.01121494256894167,Adam,64,0.00012776685563632234,,,0.9346770444145235,,,0.8375999999999999,0.8591489361702127,0.665441569685936,296.11081528663635,3,Synthetic
RenderedSST2,ResNet18,0.001193894394571651,Adam,56,0.0001290690181832672,,0.10923051226019581,0.8596841946933107,0.1162897317426255,0.9196054832328928,0.7076000000000001,0.7516172549019609,1.1694553406909112,292.200754404068,3,Synthetic
RenderedSST2,ResNet18,0.0013219307748336476,Adam,64,0.00018868092027527346,,0.09664801026442223,0.9476024805822704,0.09970870591168401,0.9545230325748587,0.7339999999999999,0.7900399999999999,0.9444338157773017,292.200754404068,3,Synthetic
RenderedSST2,ResNet18,0.0013182304180327572,Adam,32,6.949412185209426e-05,,0.0839829561763121,1.0,0.12565920058872887,0.9843326172193793,0.734,0.7900399999999999,0.9444338157773016,292.200754404068,3,Synthetic
RenderedSST2,ResNet18,0.0009433585390974553,Adam,64,0.0001493764657076493,,0.0860897029871414,1.0,0.11462796444673645,1.0751641254909767,0.7340000000000001,0.79004,0.9444338157773017,292.200754404068,3,Synthetic
RenderedSST2,ResNet18,0.0010676706049588599,Adam,80,3.931113566028271e-05,,0.11016812979296361,0.9018886475308865,0.07254050654715316,1.0766803899287472,0.7075999999999999,0.7516172549019609,1.169455340690911,292.200754404068,3,Synthetic
RenderedSST2,EfficientNetB0,0.01607121777590869,Adam,56,0.0001389733787730374,,0.24836834773965938,1.0,,,0.718,0.7400000000000001,0.8328956428449602,379.5968453884125,3,Synthetic
RenderedSST2,EfficientNetB0,0.01761954477981479,Adam,72,0.00010263972508394973,,0.15194102564308495,0.9630906267805077,,,0.718,0.7399999999999999,0.8328956428449601,379.5968453884125,3,Synthetic
RenderedSST2,EfficientNetB0,0.007473310300586764,Adam,96,9.410605382932691e-05,,0.20369614420353457,1.0,,,0.718,0.74,0.8328956428449601,379.5968453884125,3,Synthetic
RenderedSST2,EfficientNetB0,0.010151737310624864,Adam,88,8.064975084370827e-05,,0.2058382236571173,0.8886294121452928,,,0.7180000000000001,0.74,0.8328956428449601,379.5968453884125,3,Synthetic
RenderedSST2,EfficientNetB0,0.006338647892142256,Adam,48,9.872904013658378e-05,,0.1871209332644822,0.8961368530189217,,,0.718,0.74,0.8328956428449601,379.5968453884125,3,Synthetic
RenderedSST2,EfficientNetB0,0.0006152511354638553,Adam,56,5.9469238605341136e-05,,0.22280167891068808,1.0,0.07813672750802605,0.9536186384425205,0.6948,0.70772,0.8921602657064795,374.5099186897278,3,Synthetic
RenderedSST2,EfficientNetB0,0.0007712169794033839,Adam,64,0.00015887955004091793,,0.14374482591062768,1.0,0.0975980080665004,1.10070101146757,0.7076,0.751617254901961,1.1694553406909107,374.5099186897278,3,Synthetic
RenderedSST2,EfficientNetB0,0.0010764144958019062,Adam,48,8.956582775473012e-05,,0.17611922429589533,1.0,0.10031967473007913,1.285178602862951,0.6948000000000001,0.70772,0.8921602657064795,374.5099186897278,3,Synthetic
RenderedSST2,EfficientNetB0,0.0009792665529837642,Adam,48,5.928478857556782e-05,,0.14590580971232167,0.7623796085491765,0.10400689976517226,1.0763087534844902,0.7076,0.7516172549019607,1.169455340690911,374.5099186897278,3,Synthetic
RenderedSST2,EfficientNetB0,0.0005791905110201665,Adam,72,8.463330028006398e-05,,0.2044037903595665,1.0,0.11345258973798299,0.9597204028141252,0.6948,0.70772,0.8921602657064795,374.5099186897278,3,Synthetic
RenderedSST2,MobileNetV2,0.00735057258571636,Adam,24,7.800589721232488e-05,,,0.9683304641758458,,,0.8376,0.8591489361702126,0.6654415696859358,332.22857451438904,3,Synthetic
RenderedSST2,MobileNetV2,0.007110875505922739,Adam,56,0.0001026900148682597,,,0.9662716027287882,,,0.8376000000000002,0.8591489361702127,0.6654415696859359,332.22857451438904,3,Synthetic
RenderedSST2,MobileNetV2,0.007989132375170741,Adam,64,0.00011649077423342638,,,0.8364401383835731,,,0.8376000000000001,0.8591489361702127,0.665441569685936,332.22857451438904,3,Synthetic
RenderedSST2,MobileNetV2,0.016279454989620867,Adam,56,0.00010065326745619929,,,1.0,,,0.8376,0.8591489361702128,0.665441569685936,332.22857451438904,3,Synthetic
RenderedSST2,MobileNetV2,0.010838830482122995,Adam,72,0.00011042541982558489,,,0.9081343938039343,,,0.8376000000000001,0.8591489361702128,0.6654415696859359,332.22857451438904,3,Synthetic
RenderedSST2,MobileNetV2,0.0011329886838618679,Adam,40,0.0001038208045688356,,0.0995015501403331,0.968782471409119,0.09807193732841604,0.7177226431753542,0.7340000000000002,0.7900400000000002,0.9444338157773018,334.46642684936523,3,Synthetic
RenderedSST2,MobileNetV2,0.0008273538787387819,Adam,64,0.00010567661486579696,,0.08458487288611063,1.0,0.0870073772767825,1.1454185800790104,0.7339999999999999,0.7900400000000001,0.9444338157773018,334.46642684936523,3,Synthetic
RenderedSST2,MobileNetV2,0.0011589886894447802,Adam,48,0.00018462778871687174,,0.0820954475236528,1.0,0.11500873477064467,0.8994069686385032,0.734,0.7900400000000001,0.9444338157773018,334.46642684936523,3,Synthetic
RenderedSST2,MobileNetV2,0.0016175951586628696,Adam,56,0.00011048529476706407,,0.10390482758156831,0.9798536887794178,0.11216212409739673,1.119023308082832,0.7076,0.7516172549019607,1.1694553406909107,334.46642684936523,3,Synthetic
